p99p100;1972;0.8865897357
p99p100;1973;0.861152932
p99p100;1974;0.8460210264
p99p100;1975;0.8323664218
p99p100;1976;0.8304622024
p99p100;1977;0.8347155899
p99p100;1978;0.8581169695
p99p100;1979;0.9301713854
p99p100;1980;0.9390583634
p99p100;1981;0.932206437
p99p100;1982;0.1025210172
p99p100;1983;0.1092270687
p99p100;1984;0.1135744378
p99p100;1985;0.1199470237
p99p100;1986;0.1456985474
p99p100;1987;0.1201959625
p99p100;1988;0.1478395611
p99p100;1989;0.1378655285
p99p100;1990;0.1361241341
p99p100;1991;0.1265962273
p99p100;1992;0.1399414539
p99p100;1993;0.1352777332
p99p100;1994;0.1354652643
p99p100;1995;0.142773509
p99p100;1996;0.1567205638
p99p100;1997;0.1697614342
p99p100;1998;0.1808662117
p99p100;1999;0.1910981536
p99p100;2000;0.2044653445
p99p100;2001;0.1724238694
p99p100;2002;0.1592360288
p99p100;2003;0.1657650322
p99p100;2004;0.1876747608
p99p100;2005;0.20921731
p99p100;2006;0.2177430838
p99p100;2007;0.225594148
p99p100;2008;0.1991922855
p99p100;2009;0.1716944575
p99p100;2010;0.1888400018
p99p100;2011;0.1864721775
p99p100;2012;0.2183460891
p99p100;2013;0.1896368414
p99p100;2014;0.2040646374
p99p100;2015;0.22028
